,Vid,CurEpoch,Time,FPS,Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,Size (M),ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_1,best_pred_seen_psnr,best_pred_seen_ssim,best_pred_unseen_psnr,best_pred_unseen_ssim,best_quant_seen_psnr,best_quant_seen_ssim,best_quant_unseen_psnr,best_quant_unseen_ssim,pred_seen_psnr,pred_seen_ssim,pred_unseen_psnr,pred_unseen_ssim
0,bunny,1,0:00:16.108717,7.116238744890982,1_1_1,,640_1280,-1,cosine_0.1_1_0.1,1.0,1,0.31_0.17_0.19,0.2,1,L2,gelu,none,9_16,1.2,convnext,"5,4,4,2,2",0_1_5,64_16,pshuffel,"5,4,4,2,2",12,quant_M8_E6,7.999421262466241,8.112783669079047,0.012833927038944128,11.31,11.31,0.3189,0.0,0.0,11.31,0.3189,0.0,0.0,11.31,0.3189,0.0,0.0
